event_id	SRR1513329_Sample1	tpm1_sample1	tpm2_sample1	PSI_original_sample1	PSI_switched_sample1	DeltaPSI_sample1	SRR1513330_Sample1	tpm1_sample2	tpm2_sample2	PSI_original_sample2	PSI_switched_sample2	DeltaPSI_sample2	SRR1513331_Sample1	tpm1	tpm2	PSI_original	PSI_switched	DeltaPSI	gene	meanDeltaPSI	significant	event_type
KIF20B;A3:chr10:91484915-91486050:91484915-91486170:+	0.112638035136	1.96	20.43	0.0875390799464046	0.912460920053595	0.824921840107191	0.0709302057483	1.86	28.5	0.0612648221343874	0.938735177865613	0.877470355731225	0.0545350082715	1.11	24.76	0.0429068419018168	0.957093158098183	0.914186316196366	KIF20B	0.872192837233333	TRUE	A3
AFF1;A3:chr4:88053560-88055623:88053560-88055626:+	0.871287936079	3.24	0.32	0.910112359550562	0.0898876404494382	-0.820224719101124	0.946223444924	4.8	0.25	0.95049504950495	0.0495049504950495	-0.900990099009901	0.870284845077	4.59	0.29	0.940573770491803	0.0594262295081967	-0.881147540983606	AFF1	-0.867454119666667	TRUE	A3
KIAA1033;A5:chr12:105527677-105531664:105527674-105531664:+	0.0478265192862	0.6	23.57	0.0248241621845263	0.975175837815474	0.950351675630947	0	0	33.87	0	1	1	0.0349883949422	1.11	31.42	0.0341223486012911	0.965877651398709	0.931755302797418	KIAA1033	0.960702326333333	TRUE	A5
USP9X;A5:chrX:41089080-41089754:41089032-41089754:+	0.0631555449713	0.74	11.65	0.059725585149314	0.940274414850686	0.880548829701372	0.08330522514	1.23	14.61	0.0776515151515152	0.922348484848485	0.84469696969697	0.0845611745084	1.05	11.72	0.0822239624119029	0.917776037588097	0.835552075176194	USP9X	0.853599291566667	TRUE	A5
HEATR2;A3:chr7:766952-769300:766952-769362:+	1	41.74	0	1	0	-1	0.94119893089	37.84	5.85	0.866102082856489	0.133897917143511	-0.732204165712978	0.996139450453	30.11	14.88	0.669259835519004	0.330740164480996	-0.338519671038008	HEATR2	-0.6902412789	TRUE	A3
MLKL;A5:chr16:74708998-74709222:74708998-74709253:-	0.0237603343856	2.14	46.32	0.0441601320676847	0.955839867932315	0.911679735864631	0.00971346047819	0.41	46.67	0.00870858113848768	0.991291418861512	0.982582837723025	0.00522317719431	0.69	45.21	0.0150326797385621	0.984967320261438	0.969934640522876	MLKL	0.9547324049	TRUE	A5
PLRG1;A5:chr4:155467365-155468163:155467365-155468190:-	0.96036219951	60.57	1.88	0.969895916733387	0.0301040832666133	-0.939791833466773	0.975716492098	63.71	1.1	0.983027310600216	0.016972689399784	-0.966054621200432	0.964614058999	67.15	2.42	0.965214891476211	0.034785108523789	-0.930429782952422	PLRG1	-0.9454254124	TRUE	A5
MRPL21;A5:chr11:68665480-68668003:68665480-68668016:-	0.081805519179	14.81	179.73	0.0761283026626915	0.923871697337309	0.847743394674617	0.0883965494431	15.8	178.49	0.0813217355499511	0.918678264450049	0.837356528900098	0.0477643733264	8.7	182.34	0.0455402010050251	0.954459798994975	0.90891959798995	MRPL21	0.864673173966667	TRUE	A5
CRTC3;A3:chr15:91184431-91185164:91184431-91185167:+	0.744502353586	7.24	2.52	0.741803278688525	0.258196721311475	-0.483606557377049	0.708997442692	7.58	3.14	0.707089552238806	0.292910447761194	-0.414179104477612	0.606542452106	5.6	3.68	0.603448275862069	0.396551724137931	-0.206896551724138	CRTC3	-0.3682274045	TRUE	A3
TMEM55B;A5:chr14:20929004-20929322:20929004-20929343:-	0.598460539008	13.08	10.23	0.561132561132561	0.438867438867439	-0.122265122265122	0.691942838982	13.33	6.38	0.676306443429731	0.323693556570269	-0.352612886859462	0.678667280372	16.71	8.47	0.663621922160445	0.336378077839555	-0.32724384432089	TMEM55B	-0.267373950966667	TRUE	A5
RPL6;A5:chr12:112846460-112847215:112846460-112847391:-	0.117263015303	333.71	3409.8	0.0891436112098004	0.9108563887902	0.821712777580399	0.129783993813	327.97	3181.57	0.0934509935775059	0.906549006422494	0.813098012844988	0.116256932337	308.46	3235.03	0.0870497729639423	0.912950227036058	0.825900454072115	RPL6	0.8202370816	TRUE	A5
TBC1D10A;A3:chr22:30700640-30722662:30700619-30722662:-	0	0	9.48	0	1	1	0	0	7.68	0	1	1	0	0	8.08	0	1	1	TBC1D10A	1	TRUE	A3
CAAP1;A5:chr9:26887511-26892257:26887511-26892411:-	0.126228935227	1.92	18.59	0.0936128717698684	0.906387128230132	0.812774256460263	0.110028599429	2	21.72	0.0843170320404722	0.915682967959528	0.831365935919056	0.142501696107	2.78	20.9	0.117398648648649	0.882601351351351	0.765202702702703	CAAP1	0.8031142983	TRUE	A5
SLC35B1;A3:chr17:47783696-47784327:47783671-47784327:-	0.739287130017	60.2	22.39	0.728901804092505	0.271098195907495	-0.45780360818501	0.682250505045	52.1	22.95	0.694203864090606	0.305796135909394	-0.388407728181213	0.785536386715	58.68	15.07	0.795661016949153	0.204338983050847	-0.591322033898305	SLC35B1	-0.479177790066667	TRUE	A3
LDHD;A3:chr16:75148132-75148424:75148063-75148424:-	0	0	0.51	0	1	1	0	0	0.34	0	1	1	0	0	0.66	0	1	1	LDHD	1	TRUE	A3
TIGD6;A5:chr5:149375992-149379491:149375992-149380037:-	0.649777038216	1.26	0.55	0.696132596685083	0.303867403314917	-0.392265193370166	0.790211474591	1.23	0.34	0.78343949044586	0.21656050955414	-0.56687898089172	0.894900450994	1.41	0.28	0.834319526627219	0.165680473372781	-0.668639053254438	TIGD6	-0.542594408966667	TRUE	A5
PWWP2B;A5:chr10:134219793-134230565:134219490-134230565:+	0.660751116665	10.14	6.44	0.611580217129071	0.388419782870929	-0.223160434258142	0.604904187322	9.61	5.95	0.617609254498715	0.382390745501285	-0.235218508997429	0.704816914594	10.07	4.73	0.680405405405405	0.319594594594595	-0.360810810810811	PWWP2B	-0.273063251333333	TRUE	A5
SUMO3;A5:chr21:46229033-46233777:46229033-46233891:-	0.00247512344789	0.51	242.36	0.00209988882941491	0.997900111170585	0.99580022234117	0.00359113256736	0.94	277.48	0.00337619423891962	0.99662380576108	0.993247611522161	0.0042720844102	0.95	266.82	0.00354782089106323	0.996452179108937	0.992904358217874	SUMO3	0.993984063833333	TRUE	A5
NUPR1;A3:chr16:28549530-28550117:28549476-28550117:-	0	0	0.38	0	1	1	0	0	0.39	0	1	1	0	0	0.48	0	1	1	NUPR1	1	TRUE	A3
NARS2;A5:chr11:78282489-78285393:78282489-78285874:-	1	16.92	1.07	0.940522512506948	0.0594774874930517	-0.881045025013897	1	17.28	1.74	0.908517350157729	0.0914826498422713	-0.817034700315458	1	12.12	4.73	0.719287833827893	0.280712166172107	-0.438575667655786	NARS2	-0.712218464433333	TRUE	A5
SUPT4H1;A5:chr17:56428869-56429426:56428869-56429428:-	0.19988788952	25.98	103.42	0.200772797527048	0.799227202472952	0.598454404945904	0.129269439223	16.46	110.04	0.130118577075099	0.869881422924901	0.739762845849802	0.143896827716	19.84	116.94	0.145050445971633	0.854949554028367	0.709899108056733	SUPT4H1	0.682705452933333	TRUE	A5
ALDH18A1;A5:chr10:97392806-97393248:97392806-97393254:-	0.828207442222	64.93	13.41	0.828823078886903	0.171176921113097	-0.657646157773807	0.828092730419	66.41	13.84	0.827538940809969	0.172461059190031	-0.655077881619938	0.839247206643	67.46	13.67	0.831504991988167	0.168495008011833	-0.663009983976334	ALDH18A1	-0.658578007866667	TRUE	A5
MCM2;A3:chr3:127323626-127323720:127323626-127323739:+	0	0	86.4	0	1	1	0	0	88.54	0	1	1	0	0	84.25	0	1	1	MCM2	1	TRUE	A3
SLC16A1;A5:chr1:113471974-113497898:113471974-113498657:-	0	0	0.32	0	1	1	0	0	0.23	0	1	1	0	0.02	0.41	0.0465116279069767	0.953488372093023	0.906976744186046	SLC16A1	0.968992248	TRUE	A5
RPS15A;A5:chr16:18800440-18801566:18800440-18801632:-	0.123711768272	203.44	1898.54	0.0967849361078602	0.90321506389214	0.80643012778428	0.135329133537	225.36	1899.57	0.106055258290861	0.893944741709139	0.787889483418277	0.131242173301	210.23	1842.51	0.102414334012101	0.897585665987899	0.795171331975798	RPS15A	0.796496981133333	TRUE	A5
MCM10;A3:chr10:13214480-13214625:13214480-13214628:+	0.213146793593	5.22	19.1	0.214638157894737	0.785361842105263	0.570723684210526	0.206080389654	5.95	23.07	0.205031013094418	0.794968986905582	0.589937973811165	0.17613231959	4.65	21.95	0.174812030075188	0.825187969924812	0.650375939849624	MCM10	0.603679199266667	TRUE	A3
TRIM24;A5:chr7:138239711-138252226:138239609-138252226:+	0.781929427053	8.5	4	0.68	0.32	-0.36	0.711498134204	10.12	4.99	0.669755129053607	0.330244870946393	-0.339510258107214	0.678223017508	9.2	5.85	0.611295681063123	0.388704318936877	-0.222591362126246	TRIM24	-0.3073672067	TRUE	A5
LOC101928710;A3:chr17:76615126-76620274:76613708-76620274:-	0	0	0.11	0	1	1	0	0	0.46	0	1	1	0	0	0.42	0	1	1	LOC101928710	1	TRUE	A3
ECI1;A5:chr16:2293225-2293319:2293225-2293370:-	0.990149829125	30.78	0	1	0	-1	0.980401282311	31.05	0.67	0.978877679697352	0.0211223203026482	-0.957755359394704	0.973247486239	25.06	0.8	0.969064191802011	0.0309358081979892	-0.938128383604022	ECI1	-0.965294581133333	TRUE	A5
ATXN7L3;A3:chr17:42273468-42273764:42273447-42273764:-	0.143346132372	4.73	30.32	0.134950071326676	0.865049928673324	0.730099857346648	0.195991888042	5.75	27.47	0.17308850090307	0.82691149909693	0.653822998193859	0.133028437545	4.31	29.67	0.126839317245438	0.873160682754561	0.746321365509123	ATXN7L3	0.710081407066667	TRUE	A3
C1orf131;A3:chr1:231364955-231374603:231364952-231374603:-	0.564597206144	7.76	6.04	0.56231884057971	0.43768115942029	-0.12463768115942	0.683285130845	8.95	4.2	0.680608365019011	0.319391634980989	-0.361216730038023	0.607558089433	9.37	6.86	0.577325939617991	0.422674060382009	-0.154651879235983	C1orf131	-0.213502096666667	TRUE	A3
GAREM;A3:chr18:29848731-29850180:29848728-29850180:-	0.329095656486	0.54	1.11	0.327272727272727	0.672727272727273	0.345454545454545	0.248397740528	0.5	1.53	0.246305418719212	0.753694581280788	0.507389162561576	0.49237971696	0.78	0.85	0.478527607361963	0.521472392638037	0.0429447852760735	GAREM	0.2985961642	TRUE	A3
MTMR11;A3:chr1:149907598-149908047:149907513-149908047:-	0.9495168	7.31	0.49	0.9371795	0.06282051	-0.874359	1	7.98	0	1	0	-1	1	8.95	0	1	0	-1	MTMR11	-0.9581197	TRUE	A3
PSENEN;A3:chr19:36236601-36236736:36236601-36236774:+	0.964057724712	67.23	2.3	0.966920753631526	0.033079246368474	-0.933841507263052	0.93183661765	55.17	4.29	0.927850655903128	0.0721493440968718	-0.855701311806256	0.961481602838	64.22	2.78	0.958507462686567	0.0414925373134328	-0.917014925373134	PSENEN	-0.9021859146	TRUE	A3
PCED1A;A3:chr20:2819728-2819838:2819575-2819838:-	0.7889177	7.27	2.36	0.7549325	0.2450675	-0.509865	0.7182937	6.72	3.44	0.6614173	0.3385827	-0.3228346	0.6014441	6.09	4.93	0.5526316	0.4473684	-0.1052632	PCED1A	-0.3126543	TRUE	A3
UGGT1;A5:chr2:128849170-128855003:128848989-128855003:+	0.112538205833	1.6	18.12	0.0811359026369168	0.918864097363083	0.837728194726166	0.252578880326	4.66	19.85	0.190126478988168	0.809873521011832	0.619747042023664	0.300186188464	4.72	15.99	0.227909222597779	0.772090777402221	0.544181554804442	UGGT1	0.667218930666667	TRUE	A5
FBXW8;A5:chr12:117349160-117365828:117348962-117365828:+	0.182150482096	1.38	6.08	0.184986595174263	0.815013404825737	0.630026809651475	0.379622377553	1.89	5.26	0.264335664335664	0.735664335664336	0.471328671328671	0.137678608882	0.9	6.43	0.122783083219645	0.877216916780355	0.754433833560709	FBXW8	0.618596438433333	TRUE	A5
LRRC16A;A3:chr6:25605121-25606289:25605121-25606307:+	1	3	0	1	0	-1	0.862781718375	3.48	0.56	0.861386138613861	0.138613861386139	-0.722772277227723	0.724156667923	3.42	1.26	0.730769230769231	0.269230769230769	-0.461538461538462	LRRC16A	-0.728103579733333	TRUE	A3
GHDC;A3:chr17:40342377-40342642:40342288-40342642:-	0.104382619104	1.93	20.09	0.0876475930971844	0.912352406902816	0.824704813805631	0.140696325362	2.39	18.17	0.11624513618677	0.88375486381323	0.767509727626459	0.157363112759	1.63	19.33	0.0777671755725191	0.922232824427481	0.844465648854962	GHDC	0.8122267302	TRUE	A3
PPME1;A3:chr11:73950301-73957079:73950301-73957121:+	0.0287968126719	1.91	72.52	0.0256616955528685	0.974338304447132	0.948676608894263	0.0464108156389	3.28	73.62	0.0426527958387516	0.957347204161248	0.914694408322497	0.0413296282768	2.77	73.07	0.0365242616033755	0.963475738396624	0.926951476793249	PPME1	0.9301074981	TRUE	A3
ELF1;A3:chr13:41524109-41525465:41524037-41525465:-	0.98131378747	15.32	0.44	0.972081218274112	0.0279187817258883	-0.944162436548223	0.976911058328	19.41	1.27	0.938588007736944	0.0614119922630561	-0.877176015473888	0.98853427207	19.87	0.34	0.983176645225136	0.0168233547748639	-0.966353290450272	ELF1	-0.929230580833333	TRUE	A3
MAN1C1;A3:chr1:26109191-26110154:26109191-26110335:+	1	0.13	0	1	0	-1	0	0	0.22	0	1	1	0	0	0.11	0	1	1	MAN1C1	0.333333333333333	TRUE	A3
LOC100506990;A3:chr8:12296020-12298478:12296020-12298509:+	0.0929139	0.15	4.69	0.03099174	0.9690083	0.9380165	0.2526722	0.38	3.98	0.08715596	0.912844	0.8256881	0.2024394	0.48	4.32	0.1	0.9	0.8	LOC100506990	0.8545682	TRUE	A3
BRD7;A3:chr16:50354688-50355893:50354685-50355893:-	0.220163395174	12.9	46.54	0.217025572005384	0.782974427994616	0.565948855989233	0.168439842714	11.09	53.35	0.172098075729361	0.827901924270639	0.655803848541279	0.143890656705	8.91	53.73	0.142241379310345	0.857758620689655	0.71551724137931	BRD7	0.6457566485	TRUE	A3
TMEM107;A3:chr17:8079193-8079277:8079175-8079277:-	0.117636415144	0.33	5.29	0.0587188612099644	0.941281138790036	0.882562277580071	0	0	5.35	0	1	1	0.0661856968666	0.33	5.42	0.0573913043478261	0.942608695652174	0.885217391304348	TMEM107	0.922593223	TRUE	A3
GORASP2;A5:chr2:171785913-171804860:171785070-171804860:+	0.14336593171	12.29	105.49	0.104347087790796	0.895652912209204	0.791305824418407	0.160067409053	14.55	117.76	0.109969012168392	0.890030987831608	0.780061975663215	0.137091978635	13.69	123.6	0.0997159297836696	0.90028407021633	0.800568140432661	GORASP2	0.790645313233333	TRUE	A5
SYDE1;A3:chr19:15218332-15219867:15218332-15220068:+	0.915064175246	47.98	8.21	0.853888592276206	0.146111407723794	-0.707777184552411	0.906558347486	47.04	8.21	0.851402714932127	0.148597285067873	-0.702805429864253	0.947365093965	49.63	6.92	0.87763041556145	0.12236958443855	-0.7552608311229	SYDE1	-0.7219478153	TRUE	A3
GPNMB;A3:chr7:23300392-23306100:23300392-23306136:+	0	0	0.63	0	1	1	0	0	0.41	0	1	1	0	0	0.82	0	1	1	GPNMB	1	TRUE	A3
GEM;A5:chr8:95272740-95274318:95272740-95274433:-	0.952206458726	17.02	1.34	0.927015250544662	0.0729847494553377	-0.854030501089325	0.735011767935	14.58	7.95	0.647137150466045	0.352862849533955	-0.294274300932091	0.822967721894	17.92	5.25	0.773413897280967	0.226586102719033	-0.546827794561934	GEM	-0.565044198966667	TRUE	A5
LYSMD1;A5:chr1:151134576-151137555:151134576-151138223:-	0.799524911464	2.44	0.31	0.887272727272727	0.112727272727273	-0.774545454545454	0.749828306026	2.22	1.19	0.651026392961877	0.348973607038123	-0.302052785923754	0.607155734904	1.75	0.94	0.650557620817844	0.349442379182156	-0.301115241635688	LYSMD1	-0.459237827633333	TRUE	A5
TMEM219;A3:chr16:29973453-29974428:29973453-29974431:+	0.477683485221	32.7	38.66	0.458239910313901	0.541760089686099	0.0835201793721972	0.370502566738	21.39	37.98	0.360282971197575	0.639717028802425	0.279434057604851	0.359182499802	25.57	45.97	0.357422421023204	0.642577578976796	0.285155157953592	TMEM219	0.216036464866667	TRUE	A3
TBCEL;A5:chr11:120895000-120916383:120894863-120916383:+	0.231666770244	1.89	4.19	0.310855263157895	0.689144736842105	0.378289473684211	0.753459797638	4.57	3.77	0.547961630695444	0.452038369304556	-0.0959232613908873	0.278116329968	1.79	5.65	0.240591397849462	0.759408602150538	0.518817204301075	TBCEL	0.267061138866667	TRUE	A5
HSD17B10;A5:chrX:53458542-53458746:53458542-53458773:-	0.99066843928	135.55	1.41	0.989705023364486	0.010294976635514	-0.979410046728972	0.98834455347	123.62	0.81	0.993490315840231	0.00650968415976854	-0.986980631680463	0.957643490009	114.56	5.43	0.954746228852404	0.0452537711475956	-0.909492457704809	HSD17B10	-0.958627712233333	TRUE	A5
SKA1;A5:chr18:47901609-47902190:47901564-47902190:+	0.375445021254	4.6	8.99	0.338484179543782	0.661515820456218	0.323031640912436	0.316428069593	4.27	9.95	0.30028129395218	0.69971870604782	0.39943741209564	0.262232754505	3.41	12.02	0.22099805573558	0.77900194426442	0.55800388852884	SKA1	0.426824314033333	TRUE	A5
PCBP3;A3:chr21:47337543-47349831:47337543-47349834:+	0.8128718	2.75	0.34	0.8899676	0.1100324	-0.7799353	0.5962494	1.33	0.94	0.5859031	0.4140969	-0.1718062	0.7895075	1.83	0.26	0.8755981	0.1244019	-0.7511962	PCBP3	-0.5676459	TRUE	A3
KLHL4;A3:chrX:86919935-86921475:86919935-86924329:+	0.394974228948	8.93	16.51	0.351022012578616	0.648977987421384	0.297955974842767	0.294655907868	10.33	27.99	0.269572025052192	0.730427974947808	0.460855949895616	0.341596232079	10.14	24.02	0.296838407494145	0.703161592505855	0.40632318501171	KLHL4	0.388378369966667	TRUE	A3
REV1;A3:chr2:100046410-100050794:100046407-100050794:-	0.652876071449	3.39	1.84	0.648183556405354	0.351816443594646	-0.296367112810707	0.999999841641	5.84	0	1	0	-1	0.389345728593	1.37	4.51	0.232993197278912	0.767006802721088	0.534013605442177	REV1	-0.254117836	TRUE	A3
HYOU1;A5:chr11:118926879-118927731:118926879-118927864:-	0.299520102994	44.04	141.32	0.237591713422529	0.762408286577471	0.524816573154942	0.286367578014	45.67	154.59	0.228053530410466	0.771946469589534	0.543892939179067	0.243687965625	37.18	163.99	0.184818809961724	0.815181190038276	0.630362380076552	HYOU1	0.5663572974	TRUE	A5
FST;A3:chr5:52781057-52781517:52781057-52781781:+	0.233492015129	6.54	22.28	0.226925746009715	0.773074253990285	0.546148507980569	0.260251050916	9.26	23.8	0.280096793708409	0.719903206291591	0.439806412583182	0.266892464616	7.71	23.57	0.246483375959079	0.753516624040921	0.507033248081841	FST	0.497662722866667	TRUE	A3
SCARF2;A3:chr22:20783642-20783823:20783627-20783823:-	1.70313799378e-05	0	0.2	0	1	1	1.52143235081e-05	0	0.24	0	1	1	0.496250502865	0.08	0.09	0.470588235294118	0.529411764705882	0.0588235294117647	SCARF2	0.686274509666667	TRUE	A3
TFDP1;A5:chr13:114292211-114294435:114292199-114294435:+	0.9158866	99.07	11.31	0.8975358	0.1024642	-0.7950716	0.9182594	112.87	11.87	0.9048421	0.09515793	-0.8096841	0.912707	116.52	12.84	0.9007421	0.09925788	-0.8014842	TFDP1	-0.80208	TRUE	A5
RAB5A;A3:chr3:19992553-20017093:19992553-20017135:+	1	81.76	0	1	0	-1	1	96.22	0.5	0.994830438378825	0.00516956162117452	-0.989660876757651	0.995668633259	96.97	0.51	0.994768157570784	0.00523184242921625	-0.989536315141567	RAB5A	-0.9930657306	TRUE	A3
CAND2;A3:chr3:12861680-12866969:12861680-12867041:+	0	0	0.31	0	1	1	0	0	0.26	0	1	1	0	0	0.18	0	1	1	CAND2	1	TRUE	A3
